python transcribe_word_time_offsets.py gs://example-nirb999/example.pcm
Waiting for operation to complete...
***************************************************
Word: I'm, start_time: 0.0, end_time: 0.2
Word: out, start_time: 164.3, end_time: 164.4
Word: across, start_time: 164.4, end_time: 164.8
Word: South, start_time: 164.8, end_time: 165.0
Word: Dakota,, start_time: 165.0, end_time: 165.7
Word: Iowa,, start_time: 165.8, end_time: 166.3
Word: Illinois,, start_time: 166.3, end_time: 166.9
Word: Ohio., start_time: 166.9, end_time: 167.6
Word: This, start_time: 167.6, end_time: 167.9
Word: warrant, start_time: 167.9, end_time: 168.2
Word: will, start_time: 168.2, end_time: 168.3
Word: be, start_time: 168.3, end_time: 168.4
Word: spreading, start_time: 168.4, end_time: 169.0
Word: Eastward., start_time: 169.0, end_time: 169.7
Word: Now,, start_time: 169.8, end_time: 169.8
Word: the, start_time: 169.8, end_time: 170.0
Word: temperatures, start_time: 170.0, end_time: 170.5
Word: are, start_time: 170.5, end_time: 170.6
Word: cooling, start_time: 170.6, end_time: 171.0
Word: down, start_time: 171.0, end_time: 171.3
Word: for, start_time: 171.3, end_time: 171.4
Word: Minneapolis, start_time: 171.4, end_time: 172.1
Word: Carney, start_time: 172.1, end_time: 172.6
Word: and, start_time: 172.7, end_time: 172.9
Word: Rapid, start_time: 172.9, end_time: 173.3
Word: City, start_time: 173.3, end_time: 173.5
Word: is, start_time: 173.5, end_time: 173.6
Word: that, start_time: 173.6, end_time: 173.8
Word: storm, start_time: 173.8, end_time: 174.2
Word: comes, start_time: 174.2, end_time: 174.5
Word: on, start_time: 174.5, end_time: 174.6
Word: through, start_time: 174.6, end_time: 175.2
Word: but, start_time: 175.3, end_time: 175.5
Word: to, start_time: 175.5, end_time: 175.5
Word: the, start_time: 175.5, end_time: 175.7
Word: east, start_time: 175.7, end_time: 176.0
Word: of, start_time: 176.0, end_time: 176.1
Word: it,, start_time: 176.1, end_time: 176.4
Word: it's, start_time: 176.4, end_time: 176.6
Word: still, start_time: 176.6, end_time: 176.8
Word: been, start_time: 176.8, end_time: 177.0
Word: warm, start_time: 177.0, end_time: 177.4
Word: 71, start_time: 177.4, end_time: 177.8
Word: Springfield, start_time: 177.8, end_time: 178.4
Word: 69,, start_time: 178.4, end_time: 178.9
Word: Chicago., start_time: 178.9, end_time: 179.7
Transcript:  The temperature outlook here March 15th through the 19th where you see the blue temperatures expected to be a little bit below average and in the tan shading potentially just a little bit above average and then speaking of the temperatures look at all these record highs on Tuesday out across South Dakota, Iowa, Illinois, Ohio. This warrant will be spreading Eastward. Now, the temperatures are cooling down for Minneapolis Carney and Rapid City is that storm comes on through but to the east of it, it's still been warm 71 Springfield 69, Chicago.
***************************************************
***************************************************
Word: 70, start_time: 180.0, end_time: 180.3
Word: in, start_time: 180.3, end_time: 180.4
Word: Detroit., start_time: 180.4, end_time: 181.3
Word: So, start_time: 181.3, end_time: 181.5
Word: here, start_time: 181.5, end_time: 181.6
Word: we, start_time: 181.6, end_time: 181.7
Word: go, start_time: 181.7, end_time: 182.0
Word: pretty, start_time: 182.0, end_time: 182.3
Word: cool, start_time: 182.3, end_time: 182.6
Word: for, start_time: 182.6, end_time: 182.7
Word: the, start_time: 182.7, end_time: 182.8
Word: next, start_time: 182.8, end_time: 183.0
Word: few, start_time: 183.0, end_time: 183.2
Word: days, start_time: 183.2, end_time: 183.8
Word: and, start_time: 183.8, end_time: 183.9
Word: the, start_time: 183.9, end_time: 184.0
Word: central, start_time: 184.0, end_time: 184.4
Word: the, start_time: 184.4, end_time: 184.5
Word: country, start_time: 184.5, end_time: 184.9
Word: but, start_time: 184.9, end_time: 185.0
Word: the, start_time: 185.0, end_time: 185.2
Word: Northeast, start_time: 185.2, end_time: 186.0
Word: coming, start_time: 186.0, end_time: 186.4
Word: up, start_time: 186.4, end_time: 186.5
Word: for, start_time: 186.5, end_time: 186.6
Word: Thursday, start_time: 186.6, end_time: 187.0
Word: and, start_time: 187.0, end_time: 187.1
Word: Friday., start_time: 187.1, end_time: 187.8
Word: There's, start_time: 187.8, end_time: 188.1
Word: going, start_time: 188.1, end_time: 188.2
Word: to, start_time: 188.2, end_time: 188.3
Word: be, start_time: 188.3, end_time: 188.5
Word: a, start_time: 188.5, end_time: 188.7
Word: big, start_time: 188.7, end_time: 189.0
Word: warm-up, start_time: 189.0, end_time: 189.5
Word: and, start_time: 189.5, end_time: 189.6
Word: potentially, start_time: 189.6, end_time: 190.4
Word: record, start_time: 190.5, end_time: 191.1
Word: high, start_time: 191.1, end_time: 191.5
Word: temperatures, start_time: 191.5, end_time: 192.3
Word: coming, start_time: 192.5, end_time: 192.9
Word: up, start_time: 192.9, end_time: 193.0
Word: in, start_time: 193.0, end_time: 193.1
Word: just, start_time: 193.1, end_time: 193.3
Word: a, start_time: 193.3, end_time: 193.3
Word: few, start_time: 193.3, end_time: 193.5
Word: more, start_time: 193.5, end_time: 193.7
Word: minutes., start_time: 193.7, end_time: 194.0
Word: We'll, start_time: 194.0, end_time: 194.1
Word: check, start_time: 194.1, end_time: 194.4
Word: out, start_time: 194.4, end_time: 194.7
Word: your, start_time: 194.8, end_time: 195.0
Word: regional, start_time: 195.0, end_time: 195.4
Word: forecast., start_time: 195.4, end_time: 196.2
Word: Stay, start_time: 196.2, end_time: 196.4
Word: tuned., start_time: 196.4, end_time: 196.8
Transcript:  70 in Detroit. So here we go pretty cool for the next few days and the central the country but the Northeast coming up for Thursday and Friday. There's going to be a big warm-up and potentially record high temperatures coming up in just a few more minutes. We'll check out your regional forecast. Stay tuned.
***************************************************
***************************************************
Word: Lifestyle, start_time: 198.6, end_time: 199.1
Word: diseases, start_time: 199.1, end_time: 199.6
Word: are, start_time: 199.6, end_time: 199.8
Word: on, start_time: 199.8, end_time: 200.0
Word: the, start_time: 200.0, end_time: 200.1
Word: rise,, start_time: 200.1, end_time: 200.7
Word: like, start_time: 200.8, end_time: 201.1
Word: high, start_time: 201.1, end_time: 201.2
Word: blood, start_time: 201.2, end_time: 201.4
Word: pressure, start_time: 201.4, end_time: 201.8
Word: heart, start_time: 201.9, end_time: 202.1
Word: disease, start_time: 202.1, end_time: 202.6
Word: diabetes, start_time: 202.6, end_time: 203.3
Word: obesity, start_time: 203.4, end_time: 204.1
Word: and, start_time: 204.2, end_time: 204.5
Word: compromised, start_time: 204.5, end_time: 205.1
Word: immune, start_time: 205.1, end_time: 205.4
Word: systems,, start_time: 205.4, end_time: 205.9
Word: but, start_time: 206.2, end_time: 206.6
Word: there's, start_time: 206.6, end_time: 206.8
Word: a, start_time: 206.8, end_time: 206.9
Word: natural, start_time: 206.9, end_time: 207.4
Word: solution, start_time: 207.4, end_time: 208.0
Word: consume, start_time: 208.1, end_time: 208.6
Word: lots, start_time: 208.6, end_time: 208.9
Word: and, start_time: 208.9, end_time: 209.1
Word: lots, start_time: 209.1, end_time: 209.4
Word: of, start_time: 209.4, end_time: 209.4
Word: fruits, start_time: 209.4, end_time: 209.7
Word: and, start_time: 209.7, end_time: 209.8
Word: vegetables, start_time: 209.8, end_time: 210.4
Word: and, start_time: 210.5, end_time: 210.7
Word: now, start_time: 210.7, end_time: 211.1
Word: with, start_time: 211.1, end_time: 211.2
Word: the, start_time: 211.2, end_time: 211.3
Word: power, start_time: 211.3, end_time: 211.7
Word: XL, start_time: 211.7, end_time: 212.1
Word: self-cleaning, start_time: 212.1, end_time: 212.7
Word: juicer., start_time: 212.7, end_time: 213.1
Word: It's, start_time: 213.1, end_time: 213.3
Word: never, start_time: 213.3, end_time: 213.7
Word: been, start_time: 213.7, end_time: 213.9
Word: easier, start_time: 213.9, end_time: 214.3
Word: to, start_time: 214.3, end_time: 214.4
Word: juice, start_time: 214.4, end_time: 214.7
Word: whole, start_time: 214.7, end_time: 215.0
Word: fruits, start_time: 215.0, end_time: 215.3
Word: and, start_time: 215.3, end_time: 215.4
Word: vegetables, start_time: 215.4, end_time: 216.0
Word: to, start_time: 216.0, end_time: 216.2
Word: unlock, start_time: 216.2, end_time: 216.6
Word: their, start_time: 216.6, end_time: 216.8
Word: precious, start_time: 216.8, end_time: 217.2
Word: vitamins, start_time: 217.2, end_time: 217.7
Word: minerals, start_time: 217.7, end_time: 218.2
Word: antioxidants, start_time: 218.2, end_time: 219.1
Word: and, start_time: 219.1, end_time: 219.3
Word: anti-inflammatories., start_time: 219.3, end_time: 220.5
Word: The, start_time: 220.6, end_time: 220.7
Word: five, start_time: 220.7, end_time: 221.0
Word: star, start_time: 221.0, end_time: 221.2
Word: reviews, start_time: 221.2, end_time: 221.7
Word: say, start_time: 221.7, end_time: 221.9
Word: it, start_time: 221.9, end_time: 222.0
Word: all, start_time: 222.0, end_time: 222.4
Word: people, start_time: 222.5, end_time: 222.9
Word: love, start_time: 222.9, end_time: 223.2
Word: the, start_time: 223.2, end_time: 223.3
Word: power, start_time: 223.3, end_time: 223.7
Word: Excel, start_time: 223.7, end_time: 224.1
Word: self-cleaning, start_time: 224.1, end_time: 224.7
Word: juicer, start_time: 224.7, end_time: 225.3
Word: watch, start_time: 225.6, end_time: 225.8
Word: his, start_time: 225.8, end_time: 226.0
Word: power, start_time: 226.0, end_time: 226.3
Word: excels, start_time: 226.3, end_time: 226.7
Word: large, start_time: 226.7, end_time: 227.1
Word: shoot, start_time: 227.1, end_time: 227.4
Word: and, start_time: 227.4, end_time: 227.5
Word: Powerful, start_time: 227.5, end_time: 228.0
Word: motor., start_time: 228.0, end_time: 228.2
Transcript:  Lifestyle diseases are on the rise, like high blood pressure heart disease diabetes obesity and compromised immune systems, but there's a natural solution consume lots and lots of fruits and vegetables and now with the power XL self-cleaning juicer. It's never been easier to juice whole fruits and vegetables to unlock their precious vitamins minerals antioxidants and anti-inflammatories. The five star reviews say it all people love the power Excel self-cleaning juicer watch his power excels large shoot and Powerful motor.
***************************************************
***************************************************
Word: Can, start_time: 228.4, end_time: 228.6
Word: juice, start_time: 228.6, end_time: 229.0
Word: this, start_time: 229.0, end_time: 229.2
Word: entire, start_time: 229.2, end_time: 229.7
Word: Celery, start_time: 229.7, end_time: 230.1
Word: Stock, start_time: 230.1, end_time: 230.4
Word: in, start_time: 230.4, end_time: 230.5
Word: seconds?, start_time: 230.5, end_time: 231.0
Word: That's, start_time: 231.0, end_time: 231.2
Word: loaded, start_time: 231.2, end_time: 231.6
Word: with, start_time: 231.6, end_time: 231.9
Word: vitamin, start_time: 231.9, end_time: 232.3
Word: K., start_time: 232.3, end_time: 232.8
Word: We, start_time: 232.9, end_time: 233.0
Word: can, start_time: 233.0, end_time: 233.1
Word: take, start_time: 233.1, end_time: 233.4
Word: all, start_time: 233.4, end_time: 233.5
Word: these, start_time: 233.5, end_time: 233.8
Word: superfoods, start_time: 233.8, end_time: 234.5
Word: put, start_time: 234.5, end_time: 234.7
Word: it, start_time: 234.7, end_time: 234.8
Word: in, start_time: 234.8, end_time: 234.9
Word: a, start_time: 234.9, end_time: 235.0
Word: concentrated, start_time: 235.0, end_time: 235.8
Word: form, start_time: 235.8, end_time: 236.2
Word: and, start_time: 236.3, end_time: 236.5
Word: that, start_time: 236.5, end_time: 236.8
Word: kind, start_time: 236.8, end_time: 237.0
Word: of, start_time: 237.0, end_time: 237.1
Word: nutrition, start_time: 237.1, end_time: 237.6
Word: going, start_time: 237.6, end_time: 237.8
Word: in, start_time: 237.8, end_time: 237.9
Word: your, start_time: 237.9, end_time: 238.0
Word: body, start_time: 238.0, end_time: 238.2
Word: on, start_time: 238.2, end_time: 238.4
Word: a, start_time: 238.4, end_time: 238.4
Word: regular, start_time: 238.4, end_time: 238.8
Word: basis, start_time: 238.8, end_time: 239.4
Word: can, start_time: 239.6, end_time: 239.8
Word: transform, start_time: 239.8, end_time: 240.9
Word: your, start_time: 241.0, end_time: 241.1
Word: health, start_time: 241.1, end_time: 241.6
Word: at, start_time: 241.7, end_time: 241.8
Word: the, start_time: 241.8, end_time: 242.0
Word: cellular, start_time: 242.0, end_time: 242.5
Word: level., start_time: 242.5, end_time: 242.9
Word: What's, start_time: 243.1, end_time: 243.4
Word: the, start_time: 243.4, end_time: 243.5
Word: secret, start_time: 243.5, end_time: 243.9
Word: to, start_time: 243.9, end_time: 243.9
Word: the, start_time: 243.9, end_time: 244.0
Word: world's, start_time: 244.0, end_time: 244.3
Word: first?, start_time: 244.3, end_time: 244.7
Transcript:  Can juice this entire Celery Stock in seconds? That's loaded with vitamin K. We can take all these superfoods put it in a concentrated form and that kind of nutrition going in your body on a regular basis can transform your health at the cellular level. What's the secret to the world's first?
***************************************************

