python google_speech_streaming_v.1.3.2.py
--------------------------------------------------------- NEW GENERATOR STREAM
***************************************************
Word: I'm, start_time: 0.0, end_time: 0.2
Word: look, start_time: 161.9, end_time: 162.1
Word: at, start_time: 162.1, end_time: 162.2
Word: all, start_time: 162.2, end_time: 162.3
Word: these, start_time: 162.3, end_time: 162.6
Word: record, start_time: 162.6, end_time: 163.0
Word: highs, start_time: 163.0, end_time: 163.3
Word: on, start_time: 163.3, end_time: 163.4
Word: Tuesday, start_time: 163.4, end_time: 164.1
Word: out, start_time: 164.3, end_time: 164.4
Word: across, start_time: 164.4, end_time: 164.8
Word: South, start_time: 164.8, end_time: 165.0
Word: Dakota,, start_time: 165.0, end_time: 165.7
Word: Iowa,, start_time: 165.8, end_time: 166.3
Word: Illinois,, start_time: 166.3, end_time: 166.9
Word: Ohio., start_time: 166.9, end_time: 167.6
Word: This, start_time: 167.6, end_time: 167.9
Word: warrant, start_time: 167.9, end_time: 168.2
Word: will, start_time: 168.2, end_time: 168.3
Word: be, start_time: 168.3, end_time: 168.4
Word: spreading, start_time: 168.4, end_time: 169.0
Word: Eastward., start_time: 169.0, end_time: 169.7
Word: Now,, start_time: 169.8, end_time: 169.8
Word: the, start_time: 169.8, end_time: 170.0
Word: temperatures, start_time: 170.0, end_time: 170.5
Word: are, start_time: 170.5, end_time: 170.6
Word: cooling, start_time: 170.6, end_time: 171.0
Word: down, start_time: 171.0, end_time: 171.3
Word: for, start_time: 171.3, end_time: 171.4
Word: Minneapolis, start_time: 171.4, end_time: 172.1
Word: Carney, start_time: 172.1, end_time: 172.6
Word: and, start_time: 172.7, end_time: 172.9
Word: Rapid, start_time: 172.9, end_time: 173.3
Word: City, start_time: 173.3, end_time: 173.5
Word: is, start_time: 173.5, end_time: 173.6
Word: that, start_time: 173.6, end_time: 173.8
Word: storm, start_time: 173.8, end_time: 174.2
Word: comes, start_time: 174.2, end_time: 174.5
Word: on, start_time: 174.5, end_time: 174.6
Word: through, start_time: 174.6, end_time: 175.2
Word: but, start_time: 175.3, end_time: 175.5
Word: to, start_time: 175.5, end_time: 175.5
Word: the, start_time: 175.5, end_time: 175.7
Word: east, start_time: 175.7, end_time: 176.0
Word: of, start_time: 176.0, end_time: 176.1
Word: it,, start_time: 176.1, end_time: 176.4
Word: it's, start_time: 176.4, end_time: 176.6
Word: still, start_time: 176.6, end_time: 176.8
Word: been, start_time: 176.8, end_time: 177.0
Word: warm, start_time: 177.0, end_time: 177.4
Word: 71, start_time: 177.4, end_time: 177.8
Word: Springfield, start_time: 177.8, end_time: 178.4
Word: 69,, start_time: 178.4, end_time: 178.9
Word: Chicago., start_time: 178.9, end_time: 179.7
result_start_time=0.0
Transcript:  The temperature outlook here March 15th through the 19th where you see the blue temperatures expected to be a little bit below average and in the tan shading potentially just a little bit above average and then speaking of the temperatures look at all these record highs on Tuesday out across South Dakota, Iowa, Illinois, Ohio. This warrant will be spreading Eastward. Now, the temperatures are cooling down for Minneapolis Carney and Rapid City is that storm comes on through but to the east of it, it's still been warm 71 Springfield 69, Chicago.
***************************************************
result_end_time=179940.0
new_final_result_end_time=179940.0
--------------------------------------------------------- NEW GENERATOR STREAM
***************************************************
Word: 70, start_time: 179.94, end_time: 180.34
Word: in, start_time: 180.34, end_time: 180.44
Word: Detroit., start_time: 180.44, end_time: 181.24
Word: So, start_time: 181.34, end_time: 181.44
Word: here, start_time: 181.44, end_time: 181.64
Word: we, start_time: 181.64, end_time: 181.74
Word: go., start_time: 181.74, end_time: 181.94
Word: Pretty, start_time: 181.94, end_time: 182.34
Word: cool, start_time: 182.34, end_time: 182.64
Word: for, start_time: 182.64, end_time: 182.74
Word: the, start_time: 182.74, end_time: 182.74
Word: next, start_time: 182.74, end_time: 183.04
Word: few, start_time: 183.04, end_time: 183.24
Word: days, start_time: 183.24, end_time: 183.74
Word: as, start_time: 183.84, end_time: 183.94
Word: Central, start_time: 183.94, end_time: 184.24
Word: to, start_time: 184.24, end_time: 184.34
Word: the, start_time: 184.34, end_time: 184.34
Word: country, start_time: 184.34, end_time: 184.74
Word: by, start_time: 184.74, end_time: 184.94
Word: the, start_time: 184.94, end_time: 185.04
Word: Northeast, start_time: 185.04, end_time: 185.94
Word: coming, start_time: 185.94, end_time: 186.24
Word: up, start_time: 186.24, end_time: 186.44
Word: for, start_time: 186.44, end_time: 186.54
Word: Thursday, start_time: 186.54, end_time: 186.94
Word: and, start_time: 186.94, end_time: 187.04
Word: Friday., start_time: 187.04, end_time: 187.64
Word: There's, start_time: 187.74, end_time: 187.94
Word: going, start_time: 187.94, end_time: 188.04
Word: to, start_time: 188.04, end_time: 188.14
Word: be, start_time: 188.14, end_time: 188.34
Word: a, start_time: 188.34, end_time: 188.54
Word: big, start_time: 188.54, end_time: 188.94
Word: warm-up, start_time: 188.94, end_time: 189.34
Word: and, start_time: 189.34, end_time: 189.44
Word: potentially, start_time: 189.44, end_time: 190.34
Word: record, start_time: 190.44, end_time: 191.04
Word: high, start_time: 191.04, end_time: 191.34
Word: temperatures, start_time: 191.34, end_time: 192.24
Word: coming, start_time: 192.44, end_time: 192.74
Word: up, start_time: 192.74, end_time: 192.94
Word: in, start_time: 192.94, end_time: 193.04
Word: just, start_time: 193.04, end_time: 193.14
Word: a, start_time: 193.14, end_time: 193.24
Word: few, start_time: 193.24, end_time: 193.44
Word: more, start_time: 193.44, end_time: 193.54
Word: minutes., start_time: 193.54, end_time: 193.84
Word: We'll, start_time: 193.84, end_time: 194.04
Word: check, start_time: 194.04, end_time: 194.34
Word: out, start_time: 194.34, end_time: 194.64
Word: your, start_time: 194.64, end_time: 194.84
Word: regional, start_time: 194.84, end_time: 195.34
Word: forecast., start_time: 195.34, end_time: 196.14
Word: Stay, start_time: 196.14, end_time: 196.24
Word: tuned., start_time: 196.24, end_time: 196.64
result_start_time=179.94
Transcript: 70 in Detroit. So here we go. Pretty cool for the next few days as Central to the country by the Northeast coming up for Thursday and Friday. There's going to be a big warm-up and potentially record high temperatures coming up in just a few more minutes. We'll check out your regional forecast. Stay tuned.
***************************************************
result_end_time=17400.0
new_final_result_end_time=197340.0
***************************************************
Word: Lifestyle, start_time: 198.44, end_time: 199.04
Word: diseases, start_time: 199.04, end_time: 199.54
Word: are, start_time: 199.54, end_time: 199.74
Word: on, start_time: 199.74, end_time: 199.84
Word: the, start_time: 199.84, end_time: 200.04
Word: rise,, start_time: 200.04, end_time: 200.64
Word: like, start_time: 200.74, end_time: 200.94
Word: high, start_time: 200.94, end_time: 201.14
Word: blood, start_time: 201.14, end_time: 201.34
Word: pressure, start_time: 201.34, end_time: 201.74
Word: heart, start_time: 201.74, end_time: 201.94
Word: disease, start_time: 201.94, end_time: 202.44
Word: diabetes, start_time: 202.54, end_time: 203.24
Word: obesity, start_time: 203.34, end_time: 204.04
Word: and, start_time: 204.04, end_time: 204.34
Word: compromised, start_time: 204.34, end_time: 205.04
Word: immune, start_time: 205.04, end_time: 205.24
Word: systems,, start_time: 205.24, end_time: 205.84
Word: but, start_time: 206.14, end_time: 206.54
Word: there's, start_time: 206.54, end_time: 206.74
Word: a, start_time: 206.74, end_time: 206.84
Word: natural, start_time: 206.84, end_time: 207.34
Word: solution, start_time: 207.34, end_time: 207.94
Word: consume, start_time: 207.94, end_time: 208.54
Word: lots, start_time: 208.54, end_time: 208.84
Word: and, start_time: 208.84, end_time: 208.94
Word: lots, start_time: 208.94, end_time: 209.24
Word: of, start_time: 209.24, end_time: 209.34
Word: fruits, start_time: 209.34, end_time: 209.54
Word: and, start_time: 209.54, end_time: 209.74
Word: vegetables, start_time: 209.74, end_time: 210.24
Word: and, start_time: 210.44, end_time: 210.64
Word: now, start_time: 210.64, end_time: 210.94
Word: with, start_time: 210.94, end_time: 211.14
Word: the, start_time: 211.14, end_time: 211.24
Word: power, start_time: 211.24, end_time: 211.54
Word: XL, start_time: 211.54, end_time: 212.04
Word: self-cleaning, start_time: 212.04, end_time: 212.64
Word: juicer., start_time: 212.64, end_time: 213.04
Word: It's, start_time: 213.04, end_time: 213.24
Word: never, start_time: 213.24, end_time: 213.54
Word: been, start_time: 213.54, end_time: 213.74
Word: easier, start_time: 213.74, end_time: 214.14
Word: to, start_time: 214.14, end_time: 214.34
Word: juice, start_time: 214.34, end_time: 214.64
Word: whole, start_time: 214.64, end_time: 214.94
Word: fruits, start_time: 214.94, end_time: 215.14
Word: and, start_time: 215.14, end_time: 215.34
Word: vegetables, start_time: 215.34, end_time: 215.84
Word: to, start_time: 215.84, end_time: 216.04
Word: unlock, start_time: 216.04, end_time: 216.54
Word: their, start_time: 216.54, end_time: 216.64
Word: precious, start_time: 216.64, end_time: 217.14
Word: vitamins, start_time: 217.14, end_time: 217.64
Word: minerals, start_time: 217.64, end_time: 218.14
Word: antioxidants, start_time: 218.14, end_time: 218.94
Word: and, start_time: 218.94, end_time: 219.24
Word: anti-inflammatories., start_time: 219.24, end_time: 220.44
Word: The, start_time: 220.54, end_time: 220.64
Word: five, start_time: 220.64, end_time: 220.94
Word: star, start_time: 220.94, end_time: 221.14
Word: reviews, start_time: 221.14, end_time: 221.64
Word: say, start_time: 221.64, end_time: 221.74
Word: it, start_time: 221.74, end_time: 221.94
Word: all, start_time: 221.94, end_time: 222.34
Word: people, start_time: 222.44, end_time: 222.84
Word: love, start_time: 222.84, end_time: 223.14
Word: the, start_time: 223.14, end_time: 223.24
Word: power, start_time: 223.24, end_time: 223.54
Word: Excel, start_time: 223.54, end_time: 224.04
Word: self-cleaning, start_time: 224.04, end_time: 224.64
Word: juicer, start_time: 224.64, end_time: 225.24
Word: watch, start_time: 225.44, end_time: 225.74
Word: his, start_time: 225.74, end_time: 225.94
Word: power, start_time: 225.94, end_time: 226.24
Word: excels, start_time: 226.24, end_time: 226.64
Word: large, start_time: 226.64, end_time: 227.04
Word: shoot, start_time: 227.04, end_time: 227.34
Word: and, start_time: 227.34, end_time: 227.44
Word: Powerful, start_time: 227.44, end_time: 227.84
Word: motor., start_time: 227.84, end_time: 228.14
result_start_time=179.94
Transcript:  Lifestyle diseases are on the rise, like high blood pressure heart disease diabetes obesity and compromised immune systems, but there's a natural solution consume lots and lots of fruits and vegetables and now with the power XL self-cleaning juicer. It's never been easier to juice whole fruits and vegetables to unlock their precious vitamins minerals antioxidants and anti-inflammatories. The five star reviews say it all people love the power Excel self-cleaning juicer watch his power excels large shoot and Powerful motor.
***************************************************
result_end_time=48340.0
new_final_result_end_time=228280.0
***************************************************
Word: And, start_time: 228.24, end_time: 228.44
Word: Juice, start_time: 228.44, end_time: 228.94
Word: this, start_time: 228.94, end_time: 229.14
Word: entire, start_time: 229.14, end_time: 229.54
Word: Celery, start_time: 229.54, end_time: 229.94
Word: Stock, start_time: 229.94, end_time: 230.24
Word: in, start_time: 230.24, end_time: 230.44
Word: seconds, start_time: 230.44, end_time: 230.94
Word: that's, start_time: 230.94, end_time: 231.14
Word: loaded, start_time: 231.14, end_time: 231.54
Word: with, start_time: 231.54, end_time: 231.84
Word: vitamin, start_time: 231.84, end_time: 232.24
Word: K., start_time: 232.24, end_time: 232.74
Word: We, start_time: 232.74, end_time: 232.94
Word: can, start_time: 232.94, end_time: 233.04
Word: take, start_time: 233.04, end_time: 233.34
Word: all, start_time: 233.34, end_time: 233.44
Word: these, start_time: 233.44, end_time: 233.64
Word: superfoods, start_time: 233.64, end_time: 234.44
Word: put, start_time: 234.44, end_time: 234.54
Word: it, start_time: 234.54, end_time: 234.74
Word: in, start_time: 234.74, end_time: 234.84
Word: a, start_time: 234.84, end_time: 234.84
Word: concentrated, start_time: 234.84, end_time: 235.74
Word: form, start_time: 235.74, end_time: 236.14
Word: and, start_time: 236.24, end_time: 236.44
Word: that, start_time: 236.44, end_time: 236.74
Word: kind, start_time: 236.74, end_time: 236.94
Word: of, start_time: 236.94, end_time: 237.04
Word: nutrition, start_time: 237.04, end_time: 237.44
Word: going, start_time: 237.44, end_time: 237.74
Word: in, start_time: 237.74, end_time: 237.84
Word: your, start_time: 237.84, end_time: 237.94
Word: body, start_time: 237.94, end_time: 238.14
Word: on, start_time: 238.14, end_time: 238.24
Word: a, start_time: 238.24, end_time: 238.34
Word: regular, start_time: 238.34, end_time: 238.64
Word: basis, start_time: 238.64, end_time: 239.34
Word: can, start_time: 239.54, end_time: 239.74
Word: transform, start_time: 239.74, end_time: 240.84
Word: your, start_time: 240.84, end_time: 241.04
Word: health, start_time: 241.04, end_time: 241.54
Word: at, start_time: 241.54, end_time: 241.74
Word: the, start_time: 241.74, end_time: 241.84
Word: cellular, start_time: 241.84, end_time: 242.34
Word: level., start_time: 242.34, end_time: 242.84
Word: What's, start_time: 243.04, end_time: 243.24
Word: the, start_time: 243.24, end_time: 243.34
Word: secret, start_time: 243.34, end_time: 243.74
Word: to, start_time: 243.74, end_time: 243.84
Word: the, start_time: 243.84, end_time: 243.94
Word: world's, start_time: 243.94, end_time: 244.24
Word: first?, start_time: 244.24, end_time: 244.74
result_start_time=179.94
Transcript:  And Juice this entire Celery Stock in seconds that's loaded with vitamin K. We can take all these superfoods put it in a concentrated form and that kind of nutrition going in your body on a regular basis can transform your health at the cellular level. What's the secret to the world's first?
***************************************************
result_end_time=64930.0
new_final_result_end_time=244870.0

