python ./google_speech_streaming_v.2.1.0.py 
--------------------------------------------------------- NEW GENERATOR STREAM
***************************************************
Word: I'm, start_time: 0.0, end_time: 0.2
Word: look, start_time: 161.9, end_time: 162.1
Word: at, start_time: 162.1, end_time: 162.2
Word: all, start_time: 162.2, end_time: 162.3
Word: these, start_time: 162.3, end_time: 162.6
Word: record, start_time: 162.6, end_time: 163.0
Word: highs, start_time: 163.0, end_time: 163.3
Word: on, start_time: 163.3, end_time: 163.4
Word: Tuesday, start_time: 163.4, end_time: 164.1
Word: out, start_time: 164.3, end_time: 164.4
Word: across, start_time: 164.4, end_time: 164.8
Word: South, start_time: 164.8, end_time: 165.0
Word: Dakota,, start_time: 165.0, end_time: 165.7
Word: Iowa,, start_time: 165.8, end_time: 166.3
Word: Illinois,, start_time: 166.3, end_time: 166.9
Word: Ohio., start_time: 166.9, end_time: 167.6
Word: This, start_time: 167.6, end_time: 167.9
Word: warrant, start_time: 167.9, end_time: 168.2
Word: will, start_time: 168.2, end_time: 168.3
Word: be, start_time: 168.3, end_time: 168.4
Word: spreading, start_time: 168.4, end_time: 169.0
Word: Eastward., start_time: 169.0, end_time: 169.7
Word: Now,, start_time: 169.8, end_time: 169.8
Word: the, start_time: 169.8, end_time: 170.0
Word: temperatures, start_time: 170.0, end_time: 170.5
Word: are, start_time: 170.5, end_time: 170.6
Word: cooling, start_time: 170.6, end_time: 171.0
Word: down, start_time: 171.0, end_time: 171.3
Word: for, start_time: 171.3, end_time: 171.4
Word: Minneapolis, start_time: 171.4, end_time: 172.1
Word: Carney, start_time: 172.1, end_time: 172.6
Word: and, start_time: 172.7, end_time: 172.9
Word: Rapid, start_time: 172.9, end_time: 173.3
Word: City, start_time: 173.3, end_time: 173.5
Word: is, start_time: 173.5, end_time: 173.6
Word: that, start_time: 173.6, end_time: 173.8
Word: storm, start_time: 173.8, end_time: 174.2
Word: comes, start_time: 174.2, end_time: 174.5
Word: on, start_time: 174.5, end_time: 174.6
Word: through, start_time: 174.6, end_time: 175.2
Word: but, start_time: 175.3, end_time: 175.5
Word: to, start_time: 175.5, end_time: 175.5
Word: the, start_time: 175.5, end_time: 175.7
Word: east, start_time: 175.7, end_time: 176.0
Word: of, start_time: 176.0, end_time: 176.1
Word: it,, start_time: 176.1, end_time: 176.4
Word: it's, start_time: 176.4, end_time: 176.6
Word: still, start_time: 176.6, end_time: 176.8
Word: been, start_time: 176.8, end_time: 177.0
Word: warm, start_time: 177.0, end_time: 177.4
Word: 71, start_time: 177.4, end_time: 177.8
Word: Springfield, start_time: 177.8, end_time: 178.4
Word: 69,, start_time: 178.4, end_time: 178.9
Word: Chicago., start_time: 178.9, end_time: 179.7
result_start_time=0.0
Transcript:  The temperature outlook here March 15th through the 19th where you see the blue temperatures expected to be a little bit below average and in the tan shading potentially just a little bit above average and then speaking of the temperatures look at all these record highs on Tuesday out across South Dakota, Iowa, Illinois, Ohio. This warrant will be spreading Eastward. Now, the temperatures are cooling down for Minneapolis Carney and Rapid City is that storm comes on through but to the east of it, it's still been warm 71 Springfield 69, Chicago.
***************************************************
result_end_time=179940.0
new_final_result_end_time=179940.0
--------------------------------------------------------- NEW GENERATOR STREAM
***************************************************
Word: 70, start_time: 179.94, end_time: 180.34
Word: in, start_time: 180.34, end_time: 180.44
Word: Detroit., start_time: 180.44, end_time: 181.24
Word: So, start_time: 181.34, end_time: 181.44
Word: here, start_time: 181.44, end_time: 181.64
Word: we, start_time: 181.64, end_time: 181.74
Word: go., start_time: 181.74, end_time: 181.94
Word: Pretty, start_time: 181.94, end_time: 182.34
Word: cool, start_time: 182.34, end_time: 182.64
Word: for, start_time: 182.64, end_time: 182.74
Word: the, start_time: 182.74, end_time: 182.74
Word: next, start_time: 182.74, end_time: 183.04
Word: few, start_time: 183.04, end_time: 183.24
Word: days, start_time: 183.24, end_time: 183.64
Word: Central, start_time: 183.74, end_time: 184.04
Word: to, start_time: 184.04, end_time: 184.14
Word: the, start_time: 184.14, end_time: 184.24
Word: country., start_time: 184.24, end_time: 184.64
Word: But, start_time: 184.64, end_time: 184.74
Word: the, start_time: 184.74, end_time: 184.84
Word: Northeast, start_time: 184.84, end_time: 185.74
Word: coming, start_time: 185.74, end_time: 186.04
Word: up, start_time: 186.04, end_time: 186.14
Word: for, start_time: 186.14, end_time: 186.34
Word: Thursday, start_time: 186.34, end_time: 186.74
Word: and, start_time: 186.74, end_time: 186.84
Word: Friday., start_time: 186.84, end_time: 187.44
Word: There's, start_time: 187.54, end_time: 187.74
Word: going, start_time: 187.74, end_time: 187.84
Word: to, start_time: 187.84, end_time: 187.94
Word: be, start_time: 187.94, end_time: 188.24
Word: a, start_time: 188.24, end_time: 188.34
Word: big, start_time: 188.34, end_time: 188.74
Word: warm-up, start_time: 188.74, end_time: 189.14
Word: and, start_time: 189.14, end_time: 189.24
Word: potentially, start_time: 189.24, end_time: 190.14
Word: record, start_time: 190.24, end_time: 190.84
Word: high, start_time: 190.84, end_time: 191.14
Word: temperatures, start_time: 191.14, end_time: 192.04
Word: coming, start_time: 192.24, end_time: 192.54
Word: up, start_time: 192.54, end_time: 192.74
Word: in, start_time: 192.74, end_time: 192.74
Word: just, start_time: 192.74, end_time: 192.94
Word: a, start_time: 192.94, end_time: 193.04
Word: few, start_time: 193.04, end_time: 193.14
Word: more, start_time: 193.14, end_time: 193.34
Word: minutes., start_time: 193.34, end_time: 193.64
Word: We'll, start_time: 193.64, end_time: 193.84
Word: check, start_time: 193.84, end_time: 194.14
Word: out, start_time: 194.14, end_time: 194.44
Word: your, start_time: 194.44, end_time: 194.64
Word: regional, start_time: 194.64, end_time: 195.14
Word: forecast., start_time: 195.14, end_time: 195.94
Word: Stay, start_time: 195.94, end_time: 196.04
Word: tuned., start_time: 196.04, end_time: 196.44
result_start_time=179.94
Transcript: 70 in Detroit. So here we go. Pretty cool for the next few days Central to the country. But the Northeast coming up for Thursday and Friday. There's going to be a big warm-up and potentially record high temperatures coming up in just a few more minutes. We'll check out your regional forecast. Stay tuned.
***************************************************
result_end_time=17220.0
new_final_result_end_time=197160.0
***************************************************
Word: Lifestyle, start_time: 198.34, end_time: 198.84
Word: diseases, start_time: 198.84, end_time: 199.34
Word: are, start_time: 199.34, end_time: 199.54
Word: on, start_time: 199.54, end_time: 199.64
Word: the, start_time: 199.64, end_time: 199.84
Word: rise,, start_time: 199.84, end_time: 200.44
Word: like, start_time: 200.54, end_time: 200.74
Word: high, start_time: 200.74, end_time: 200.94
Word: blood, start_time: 200.94, end_time: 201.14
Word: pressure, start_time: 201.14, end_time: 201.54
Word: heart, start_time: 201.54, end_time: 201.74
Word: disease, start_time: 201.74, end_time: 202.24
Word: diabetes, start_time: 202.34, end_time: 203.04
Word: obesity, start_time: 203.14, end_time: 203.84
Word: and, start_time: 203.84, end_time: 204.14
Word: compromised, start_time: 204.14, end_time: 204.84
Word: immune, start_time: 204.84, end_time: 205.14
Word: systems,, start_time: 205.14, end_time: 205.64
Word: but, start_time: 205.94, end_time: 206.34
Word: there's, start_time: 206.34, end_time: 206.54
Word: a, start_time: 206.54, end_time: 206.64
Word: natural, start_time: 206.64, end_time: 207.14
Word: solution, start_time: 207.14, end_time: 207.74
Word: consume, start_time: 207.74, end_time: 208.34
Word: lots, start_time: 208.34, end_time: 208.64
Word: and, start_time: 208.64, end_time: 208.74
Word: lots, start_time: 208.74, end_time: 209.04
Word: of, start_time: 209.04, end_time: 209.14
Word: fruits, start_time: 209.14, end_time: 209.34
Word: and, start_time: 209.34, end_time: 209.44
Word: vegetables, start_time: 209.44, end_time: 210.04
Word: and, start_time: 210.24, end_time: 210.44
Word: now, start_time: 210.44, end_time: 210.84
Word: with, start_time: 210.84, end_time: 210.94
Word: the, start_time: 210.94, end_time: 211.04
Word: power, start_time: 211.04, end_time: 211.34
Word: XL, start_time: 211.34, end_time: 211.84
Word: self-cleaning, start_time: 211.84, end_time: 212.44
Word: juicer., start_time: 212.44, end_time: 212.74
Word: It's, start_time: 212.74, end_time: 213.04
Word: never, start_time: 213.04, end_time: 213.34
Word: been, start_time: 213.34, end_time: 213.54
Word: easier, start_time: 213.54, end_time: 213.94
Word: to, start_time: 213.94, end_time: 214.14
Word: juice, start_time: 214.14, end_time: 214.44
Word: whole, start_time: 214.44, end_time: 214.74
Word: fruits, start_time: 214.74, end_time: 215.04
Word: and, start_time: 215.04, end_time: 215.14
Word: vegetables, start_time: 215.14, end_time: 215.64
Word: to, start_time: 215.64, end_time: 215.84
Word: unlock, start_time: 215.84, end_time: 216.24
Word: their, start_time: 216.24, end_time: 216.44
Word: precious, start_time: 216.44, end_time: 216.84
Word: vitamins, start_time: 216.84, end_time: 217.44
Word: minerals, start_time: 217.44, end_time: 217.94
Word: antioxidants, start_time: 217.94, end_time: 218.74
Word: and, start_time: 218.74, end_time: 219.04
Word: anti-inflammatories., start_time: 219.04, end_time: 220.14
Word: The, start_time: 220.34, end_time: 220.44
Word: five, start_time: 220.44, end_time: 220.74
Word: star, start_time: 220.74, end_time: 220.94
Word: reviews, start_time: 220.94, end_time: 221.44
Word: say, start_time: 221.44, end_time: 221.54
Word: it, start_time: 221.54, end_time: 221.74
Word: all, start_time: 221.74, end_time: 222.14
Word: people, start_time: 222.24, end_time: 222.64
Word: love, start_time: 222.64, end_time: 222.94
Word: the, start_time: 222.94, end_time: 223.04
Word: power, start_time: 223.04, end_time: 223.44
Word: Excel, start_time: 223.44, end_time: 223.74
Word: self-cleaning, start_time: 223.74, end_time: 224.44
Word: juicer, start_time: 224.44, end_time: 225.04
Word: watch, start_time: 225.24, end_time: 225.54
Word: his, start_time: 225.54, end_time: 225.74
Word: power, start_time: 225.74, end_time: 225.94
Word: excels, start_time: 225.94, end_time: 226.44
Word: large, start_time: 226.44, end_time: 226.84
Word: shoot, start_time: 226.84, end_time: 227.14
Word: and, start_time: 227.14, end_time: 227.24
Word: Powerful, start_time: 227.24, end_time: 227.64
Word: motor., start_time: 227.64, end_time: 227.94
result_start_time=179.94
Transcript:  Lifestyle diseases are on the rise, like high blood pressure heart disease diabetes obesity and compromised immune systems, but there's a natural solution consume lots and lots of fruits and vegetables and now with the power XL self-cleaning juicer. It's never been easier to juice whole fruits and vegetables to unlock their precious vitamins minerals antioxidants and anti-inflammatories. The five star reviews say it all people love the power Excel self-cleaning juicer watch his power excels large shoot and Powerful motor.
***************************************************
result_end_time=48130.0
new_final_result_end_time=228070.0
***************************************************
Word: And, start_time: 228.14, end_time: 228.24
Word: Juice, start_time: 228.24, end_time: 228.64
Word: this, start_time: 228.64, end_time: 228.84
Word: entire, start_time: 228.84, end_time: 229.34
Word: Celery, start_time: 229.34, end_time: 229.64
Word: Stock, start_time: 229.64, end_time: 229.94
Word: in, start_time: 229.94, end_time: 230.14
Word: seconds, start_time: 230.14, end_time: 230.64
Word: that's, start_time: 230.64, end_time: 230.84
Word: loaded, start_time: 230.84, end_time: 231.24
Word: with, start_time: 231.24, end_time: 231.54
Word: vitamin, start_time: 231.54, end_time: 231.84
Word: K., start_time: 231.84, end_time: 232.44
Word: We, start_time: 232.54, end_time: 232.74
Word: can, start_time: 232.74, end_time: 232.84
Word: take, start_time: 232.84, end_time: 233.04
Word: all, start_time: 233.04, end_time: 233.24
Word: these, start_time: 233.24, end_time: 233.44
Word: superfoods, start_time: 233.44, end_time: 234.24
Word: put, start_time: 234.24, end_time: 234.34
Word: it, start_time: 234.34, end_time: 234.54
Word: in, start_time: 234.54, end_time: 234.64
Word: a, start_time: 234.64, end_time: 234.64
Word: concentrated, start_time: 234.64, end_time: 235.44
Word: form, start_time: 235.44, end_time: 235.94
Word: and, start_time: 236.04, end_time: 236.24
Word: that, start_time: 236.24, end_time: 236.44
Word: kind, start_time: 236.44, end_time: 236.74
Word: of, start_time: 236.74, end_time: 236.84
Word: nutrition, start_time: 236.84, end_time: 237.24
Word: going, start_time: 237.24, end_time: 237.54
Word: in, start_time: 237.54, end_time: 237.54
Word: your, start_time: 237.54, end_time: 237.74
Word: body, start_time: 237.74, end_time: 237.94
Word: on, start_time: 237.94, end_time: 238.04
Word: a, start_time: 238.04, end_time: 238.14
Word: regular, start_time: 238.14, end_time: 238.44
Word: basis, start_time: 238.44, end_time: 239.14
Word: can, start_time: 239.34, end_time: 239.54
Word: transform, start_time: 239.54, end_time: 240.64
Word: your, start_time: 240.64, end_time: 240.84
Word: health, start_time: 240.84, end_time: 241.34
Word: at, start_time: 241.34, end_time: 241.54
Word: the, start_time: 241.54, end_time: 241.64
Word: cellular, start_time: 241.64, end_time: 242.14
Word: level., start_time: 242.14, end_time: 242.64
Word: What's, start_time: 242.84, end_time: 243.04
Word: the, start_time: 243.04, end_time: 243.14
Word: secret, start_time: 243.14, end_time: 243.54
Word: to, start_time: 243.54, end_time: 243.64
Word: the, start_time: 243.64, end_time: 243.74
Word: world's, start_time: 243.74, end_time: 244.04
Word: first?, start_time: 244.04, end_time: 244.54
result_start_time=179.94
Transcript:  And Juice this entire Celery Stock in seconds that's loaded with vitamin K. We can take all these superfoods put it in a concentrated form and that kind of nutrition going in your body on a regular basis can transform your health at the cellular level. What's the secret to the world's first?
***************************************************
result_end_time=64720.0
new_final_result_end_time=244660.0

